name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binary_trees_write,julia,1,19,633,3.248,206796,0,86% 3% 4% 4% 17% 3% 3% 4%,2.788
binary_trees_write,julia,1,19,633,3.248,207256,0,3% 94% 4% 4% 4% 9% 3% 3%,2.783
binary_trees_write,julia,1,19,633,3.240,207300,0,8% 14% 3% 60% 5% 4% 10% 43%,2.790
binary_trees_write,julia,1,19,633,3.258,206820,0,11% 8% 74% 7% 5% 8% 30% 15%,2.792
binary_trees_write,julia,1,19,633,3.248,207088,0,4% 94% 4% 4% 3% 8% 4% 3%,2.796
binary_trees_write,julia,1,19,633,3.242,207148,0,99% 4% 4% 5% 4% 5% 4% 3%,2.777
binary_trees_write,julia,1,19,633,3.274,206732,0,9% 8% 3% 37% 7% 4% 8% 65%,2.810
binary_trees_write,julia,1,19,633,3.259,206724,0,5% 65% 7% 6% 4% 38% 4% 6%,2.812
binary_trees_write,julia,1,19,633,3.262,206936,0,4% 98% 4% 5% 5% 5% 3% 4%,2.796
binary_trees_write,julia,1,19,633,3.248,207080,0,4% 3% 4% 77% 3% 3% 3% 25%,2.808
binary_trees_no_mp,python,1,19,713,22.157,75100,0,2% 76% 2% 2% 3% 24% 3% 3%,22.164
binary_trees_no_mp,python,1,19,713,22.144,75200,0,93% 1% 1% 1% 8% 1% 1% 1%,22.150
binary_trees_no_mp,python,1,19,713,22.273,75160,0,2% 16% 37% 3% 2% 13% 39% 2%,22.280
binary_trees_no_mp,python,1,19,713,22.547,75116,0,5% 5% 61% 15% 3% 4% 17% 15%,22.554
binary_trees_no_mp,python,1,19,713,22.557,75136,0,51% 6% 12% 26% 15% 5% 3% 11%,22.564
binary_trees_no_mp,python,1,19,713,22.483,75192,0,4% 4% 56% 11% 4% 3% 33% 6%,22.489
binary_trees_no_mp,python,1,19,713,22.458,75080,0,4% 6% 21% 55% 3% 4% 4% 29%,22.465
binary_trees_no_mp,python,1,19,713,22.198,75124,0,2% 61% 22% 2% 2% 8% 15% 1%,22.205
binary_trees_no_mp,python,1,19,713,22.647,75176,0,5% 4% 13% 60% 4% 5% 7% 31%,22.654
binary_trees_no_mp,python,1,19,713,22.463,75020,0,1% 1% 2% 56% 1% 1% 1% 45%,22.468
binary_trees_ref,julia,1,19,786,2.188,269288,0,14% 10% 9% 54% 9% 10% 12% 49%,1.735
binary_trees_ref,julia,1,19,786,2.173,269368,0,20% 9% 16% 92% 16% 8% 12% 13%,1.745
binary_trees_ref,julia,1,19,786,2.176,269344,0,6% 43% 5% 5% 5% 61% 6% 5%,1.711
binary_trees_ref,julia,1,19,786,2.180,269216,0,4% 5% 100% 5% 6% 4% 4% 5%,1.713
binary_trees_ref,julia,1,19,786,2.196,270012,0,5% 6% 9% 70% 5% 5% 6% 34%,1.730
binary_trees_ref,julia,1,19,786,2.182,269540,0,5% 45% 8% 9% 6% 59% 5% 5%,1.717
binary_trees_ref,julia,1,19,786,2.184,269368,0,5% 22% 46% 5% 4% 23% 21% 5%,1.725
binary_trees_ref,julia,1,19,786,2.186,269336,0,6% 5% 5% 6% 4% 5% 5% 99%,1.722
binary_trees_ref,julia,1,19,786,2.190,268744,0,6% 7% 33% 5% 6% 6% 73% 7%,1.754
binary_trees_ref,julia,1,19,786,2.152,269052,0,5% 98% 6% 9% 8% 5% 7% 8%,1.733
binary_trees_no_mp,julia,1,19,626,3.260,207644,0,3% 2% 100% 3% 3% 3% 3% 4%,2.794
binary_trees_no_mp,julia,1,19,626,3.236,208400,0,5% 4% 69% 3% 4% 7% 34% 3%,2.774
binary_trees_no_mp,julia,1,19,626,3.290,207104,0,4% 6% 88% 6% 4% 4% 15% 4%,2.835
binary_trees_no_mp,julia,1,19,626,3.299,207996,0,61% 4% 3% 3% 42% 3% 4% 3%,2.850
binary_trees_no_mp,julia,1,19,626,3.252,207052,0,3% 3% 99% 3% 3% 3% 4% 4%,2.787
binary_trees_no_mp,julia,1,19,626,3.240,207216,0,96% 3% 3% 5% 7% 3% 7% 4%,2.779
binary_trees_no_mp,julia,1,19,626,3.276,207380,0,10% 9% 5% 83% 13% 10% 9% 20%,2.825
binary_trees_no_mp,julia,1,19,626,3.225,207388,0,77% 8% 7% 7% 25% 10% 8% 15%,2.776
binary_trees_no_mp,julia,1,19,626,3.247,207816,0,3% 4% 3% 3% 3% 99% 3% 3%,2.782
binary_trees_no_mp,julia,1,19,626,3.254,207104,0,58% 3% 3% 7% 45% 3% 3% 8%,2.792
